Title,Language,Genres,Rating,Popularity,Release Date,Cast,Overview,Vote_Count
bill & ted face the music,english,"comedy, science fiction, adventure",5.91,2.0776,27-08-2020,"keanu reeves, alex winter, kristen schaal, samara weaving, jack haven","yet to fulfil their rock and roll destiny, now middle-aged best friends bill and ted set out on a new adventure when a visitor from the future warns them that only their song can save life as we know it. along the way, they are helped by their daughters, a new batch of historical figures and a few music legends  to seek the song that will set their world right and bring harmony to the universe.",998.0
trapped,english,"action, crime, thriller, drama",6.2,1.6638,20-09-2002,"charlize theron, courtney love, kevin bacon, stuart townsend, dakota fanning","secret service agents make a deal with a counterfeiting inmate to be released on early parole if he will help them recover some bogus moneymaking plates, but he plans to double-cross them.",28.0
secret obsession,english,"drama, thriller, horror",5.509,1.7101,18-07-2019,"brenda song, mike vogel, dennis haysbert, ashley scott, paul sloan","newlywed jennifer is brutally attacked at a dark rest stop. while healing from her injuries, she cant recall anything from her past, including the ordeal. her husband, russell , is just thankful shes alive and eager to get her home. as he reintroduces her to their secluded mountain estate, detective page  pursues jennifers assailant  his own daughter went missing and was never found. the same fate now awaits jennifer, unless someone realizes that her loving caretaker is actually her captor.",1128.0
red right hand,english,"crime, action, thriller",6.679,2.1255,22-02-2024,"orlando bloom, andie macdowell, scott haze, chapel oaks, garret dillahunt",unknown,165.0
free state of jones,english,"action, drama, history, war",6.8,2.3378,24-06-2016,"matthew mcconaughey, gugu mbatha-raw, mahershala ali, keri russell, jacob lofland","in 1863, mississippi farmer newt knight serves as a medic for the confederate army. opposed to slavery, knight would rather help the wounded than fight the union. after his nephew dies in battle, newt returns home to jones county to safeguard his family but is soon branded an outlaw deserter. forced to flee, he finds refuge with a group of runaway slaves hiding out in the swamps. forging an alliance with the slaves and other farmers, knight leads a rebellion that would forever change history.",1550.0
clouds,english,"music, drama, romance",8.243,1.8916,09-10-2020,"fin argus, sabrina carpenter, madison iseman, neve campbell, tom everett scott","young musician zach sobiech discovers his cancer has spread, leaving him just a few months to live. with limited time, he follows his dream and makes an album, unaware that it will soon be a viral music phenomenon.",1028.0
why we fight: the nazis strike,english,"war, documentary",6.3,0.8488,01-01-1943,"edvard bene, neville chamberlain, clementine churchill, winston churchill, galeazzo ciano",unknown,572.0
the five-year engagement,english,"comedy, romance",5.861,2.6172,27-04-2012,"jason segel, emily blunt, rhys ifans, chris pratt, alison brie","exactly one year after tom meets violet, he surprises her with a wedding ring. by all accounts, tom and violet are destined for their happily ever after. however, this engaged couple just keep getting tripped up on the long walk down the aisle.",1359.0
charlie st. cloud,english,"drama, romance",7.0,1.6215,30-07-2010,"zac efron, charlie tahan, amanda crew, augustus prew, donal logue","accomplished sailor charlie st. cloud has the adoration of his mother claire and his little brother sam, as well as a college scholarship that will lead him far from his sleepy pacific northwest hometown. but his bright future is cut short when tragedy strikes and takes his dreams with it. after high school classmate tess returns home unexpectedly, charlie grows torn between honoring a promise he made four years earlier and moving forward with newfound love. as he finds the courage to let go of the past for good, charlie discovers the soul most worth saving is his own.",2187.0
runaway train,english,"action, thriller, drama, adventure",6.963,2.3948,15-11-1985,"jon voight, eric roberts, rebecca de mornay, kyle t. heffner, john p. ryan",a hardened convict and a younger prisoner escape from a brutal prison in the middle of winter only to find themselves on an out-of-control train with a female railway worker while being pursued by the vengeful head of security.,610.0
centigrade,english,thriller,5.8,1.3639,28-08-2020,"genesis rodriguez, vincent piazza, benjamin sokolow, emily bayiokos",unknown,279.0
yentl,english,"music, drama, romance",6.676,1.6446,18-11-1983,"barbra streisand, mandy patinkin, amy irving, nehemiah persoff, steven hill","in a time when girls were forbidden to study religious scriptures, a jewish girl masquerades as a boy to enter religious training and unexpectedly finds love along the way.",247.0
the beatles: up close and personal,english,"music, documentary",6.485,0.7109,01-01-2008,"pete best, tony bramwell, tony barrow, allan williams, norman smith",unknown,0.0
the black panther,english,"crime, drama, thriller",5.8,0.8166,26-12-1977,"donald sumpter, debbie farrington, marjorie yates, sylvia o'donnell, andrew burt",unknown,20.0
sliding doors,english,"comedy, drama, fantasy, romance",6.569,1.9358,23-04-1998,"gwyneth paltrow, john hannah, john lynch, jeanne tripplehorn, zara turner","london publicist helen, effortlessly slides between parallel storylines that show what happens when she does or does not catch a train back to her apartment. love. romantic entanglements. deception. trust. friendship. comedy. all come into focus as the two stories shift back and forth, overlap and surprisingly converge.",1360.0
"good morning, vietnam",english,"comedy, drama, war",7.308,1.8349,23-12-1987,"robin williams, forest whitaker, tom t. tran, chintara sukapatana, bruno kirby","a disk jockey goes to vietnam to work for the armed forces radio service. while he becomes popular among the troops, his superiors disapprove of his humor.",2842.0
eric clapton: masterpieces,english,drama,6.485,0.601,17-06-2008,eric clapton,unknown,572.0
money monster,english,"thriller, drama",6.433,1.6721,12-05-2016,"george clooney, julia roberts, jack o'connell, dominic west, caitrona balfe",unknown,3038.0
about cherry,english,drama,4.633,1.6135,14-02-2012,"ashley grace, james franco, heather graham, lili taylor, dev patel",unknown,300.0
the republic of rick,english,comedy,3.0,0.6723,19-01-2014,"dave abed, ronnie lee steadman, becky leigh, john macey, darrell philip",unknown,1.0
freelancers,english,"mystery, drama, action, crime",5.0,1.6026,10-08-2012,"50 cent, forest whitaker, robert de niro, ryan o'nan, matt gerald","the son of a slain nypd officer joins the force, where he falls in with his father's former partner and a team of rogue cops. his new boss, sarcone, will see if he has what it takes to be rogue through many trials and tribulations of loyalty, trust and respect. when the truth about his father's death is revealed revenge takes him over and he won't stop until justice has been truly served.",245.0
jackass forever,english,"comedy, documentary, action",6.818,2.2012,01-02-2022,"johnny knoxville, steve-o, chris pontius, dave england, jason 'wee man' acua","the jackass crew, along with some newcomers, returns for one final round of hilarious, absurd, and dangerous stunts.",839.0
the prince,english,"thriller, action",4.901,1.7565,22-08-2014,"bruce willis, jason patric, john cusack, jessica lowndes, gia mantegna",a family man who turns out to be a retired mob enforcer must travel across the country to find his daughter who has gone missing.,496.0
cloud 9,english,"drama, romance, family, tv movie",6.9,1.7524,17-01-2014,"luke benward, dove cameron, mike c. manning, kiersey clemons, amy farrington",unknown,529.0
the undefeated,english,western,6.2,1.7647,04-10-1969,"john wayne, rock hudson, antonio aguilar, roman gabriel, marian mccargo","after the civil war, ex-union colonel john henry thomas and ex-confederate colonel james langdon are leading two disparate groups of people through strife-torn mexico. john henry and company are bringing horses to the unpopular mexican government for $35 a head while langdon is leading a contingent of displaced southerners, who are looking for a new life in mexico after losing their property to carpetbaggers. the two men are eventually forced to mend their differences in order to fight off both bandits and revolutionaries, as they try to lead their friends and kin to safety.",123.0
paranormal activity: the ghost dimension,english,"horror, thriller",5.294,1.9266,21-10-2015,"chris j. murray, brit shaw, ivy george, dan gill, olivia taylor dudley","using a special camera that can see spirits, a family must protect their daughter from an evil entity with a sinister plan.",1407.0
death sentence,english,"action, crime, drama, thriller",6.763,2.0536,31-08-2007,"kevin bacon, garrett hedlund, kelly preston, jordan garrett, john goodman","nick hume is a mild-mannered executive with a perfect life, until one gruesome night he witnesses something that changes him forever. transformed by grief, hume eventually comes to the disturbing conclusion that no length is too great when protecting his family.",1175.0
